pedido_id,cliente_id,data_pedido,status,valor_total,metodo_pagamento,endereco_id
882,127,2025-08-26 22:55:00,completed,5778.26,cartao_credito,239
883,344,2023-07-24 05:28:00,cancelled,4968.99,cartao_credito,167
884,476,2024-07-22 05:58:00,completed,1321.27,cartao_credito,135
885,95,2024-10-11 05:31:00,completed,870.69,cartao_credito,172
886,306,2024-08-18 12:47:00,completed,767.6,pix,267
887,500,2023-04-04 09:14:00,completed,3835.06,boleto,254
888,196,2023-01-12 15:30:00,completed,2267.56,cartao_credito,97
889,455,2023-02-12 22:54:00,completed,6507.6,cartao_credito,219
890,45,2024-04-25 09:46:00,pending,1779.65,boleto,340
891,286,2023-05-29 02:26:00,completed,17525.4,boleto,158
892,335,2023-03-02 23:16:00,cancelled,7856.08,cartao_credito,274
893,85,2023-12-07 19:45:00,completed,2014.2,cartao_credito,289
894,387,2025-06-05 13:47:00,pending,5395.2,pix,260
895,265,2023-06-08 20:45:00,pending,7243.35,cartao_credito,397
896,317,2023-02-17 08:22:00,completed,3518.72,cartao_credito,293
897,254,2024-12-09 17:37:00,completed,4582.65,pix,368
898,432,2023-12-08 20:37:00,completed,9128.2,pix,148
899,376,2024-07-28 01:19:00,completed,1054.35,boleto,225
900,455,2024-08-10 19:38:00,completed,2684.56,cartao_credito,189
901,180,2025-09-13 10:48:00,completed,2516.91,boleto,106
902,218,2024-03-01 23:53:00,completed,376.04,pix,375
903,246,2024-07-13 18:30:00,completed,1682.7,boleto,294
904,401,2023-03-28 20:16:00,completed,13225.99,boleto,392
905,439,2024-06-08 16:35:00,completed,9653.18,pix,37
906,90,2023-10-08 15:38:00,returned,7894.08,cartao_credito,73
907,9,2023-02-01 10:55:00,completed,12181.52,pix,270
908,289,2023-01-27 16:05:00,completed,14572.35,cartao_credito,194
909,245,2024-07-05 06:59:00,completed,1640.19,pix,176
910,225,2024-06-10 01:53:00,cancelled,3918.3,cartao_credito,292
911,429,2024-04-25 06:04:00,completed,2488.32,cartao_credito,81
912,344,2025-05-22 19:50:00,completed,3333.26,pix,183
913,17,2025-08-16 15:26:00,completed,5173.41,boleto,239
914,485,2025-03-12 09:53:00,cancelled,3167.66,cartao_credito,115
915,454,2024-01-27 07:40:00,completed,1625.79,boleto,97
916,411,2024-05-11 06:00:00,completed,2265.86,pix,373
917,53,2023-12-07 16:26:00,completed,3479.61,cartao_credito,102
918,244,2024-08-29 22:23:00,cancelled,9909.0,cartao_credito,289
919,336,2024-02-18 22:09:00,pending,5711.04,boleto,27
920,392,2023-04-28 10:49:00,completed,3817.05,cartao_credito,81
921,396,2023-02-19 09:50:00,completed,3225.54,cartao_credito,294
922,221,2025-03-10 16:30:00,completed,621.63,cartao_credito,125
923,84,2024-03-02 06:18:00,pending,3486.75,cartao_credito,5
924,7,2025-05-24 23:15:00,completed,1665.43,cartao_credito,86
925,431,2023-02-10 08:40:00,completed,2762.72,boleto,216
926,61,2025-01-02 02:33:00,returned,8038.71,cartao_credito,373
927,350,2024-02-02 03:04:00,completed,8717.3,pix,195
928,136,2024-05-31 03:01:00,pending,380.52,pix,180
929,160,2025-09-22 08:27:00,completed,3509.48,pix,190
930,484,2024-06-17 12:19:00,completed,7890.25,boleto,71
931,254,2025-07-29 07:45:00,pending,2753.7,pix,341
932,386,2025-03-18 05:17:00,completed,9055.52,cartao_credito,267
933,16,2024-02-24 19:54:00,completed,1814.2,boleto,124
934,22,2025-05-29 18:05:00,completed,5195.97,pix,169
935,480,2025-01-15 23:00:00,completed,1997.25,cartao_credito,72
936,271,2025-07-03 17:47:00,completed,1468.4,cartao_credito,352
937,462,2024-09-22 15:53:00,completed,3249.0,pix,267
938,427,2023-02-03 20:10:00,completed,205.54,pix,222
939,164,2023-10-26 18:55:00,completed,5397.13,boleto,212
940,18,2023-11-26 12:07:00,cancelled,1708.02,pix,209
941,82,2024-01-10 18:30:00,completed,3905.58,pix,80
942,159,2023-04-07 00:41:00,completed,4161.66,pix,310
943,480,2024-10-12 21:14:00,completed,1079.04,pix,343
944,154,2025-05-14 11:45:00,completed,629.39,boleto,21
945,242,2024-09-09 16:32:00,completed,1272.35,pix,372
946,288,2025-05-12 18:13:00,completed,2642.54,pix,254
947,13,2025-06-17 00:51:00,completed,2231.06,cartao_credito,169
948,225,2024-03-07 09:38:00,cancelled,3072.14,pix,108
949,440,2025-03-28 11:39:00,completed,3976.57,pix,233
950,168,2023-09-10 06:19:00,completed,8566.35,pix,252
951,455,2023-10-18 21:54:00,completed,835.68,boleto,316
952,212,2024-10-25 17:55:00,completed,9535.65,cartao_credito,136
953,324,2024-08-29 08:05:00,completed,839.01,boleto,131
954,454,2023-07-14 17:46:00,completed,1722.58,pix,311
955,375,2025-02-14 22:11:00,completed,271.12,pix,223
956,412,2023-03-16 06:11:00,completed,2925.42,boleto,102
957,280,2023-03-20 12:05:00,completed,3703.84,boleto,384
958,288,2024-05-27 15:35:00,completed,4282.89,boleto,72
959,319,2023-12-20 23:59:00,completed,3459.9,cartao_credito,267
960,86,2023-06-13 10:15:00,completed,2183.34,pix,170
961,300,2024-09-23 00:02:00,completed,1482.64,pix,175
962,205,2024-01-16 08:16:00,completed,1066.04,cartao_credito,273
963,177,2024-06-03 23:56:00,completed,9223.18,pix,315
964,300,2023-03-25 22:15:00,completed,2405.6,pix,43
965,21,2025-08-06 02:13:00,pending,4176.54,cartao_credito,347
966,440,2024-07-02 01:01:00,returned,2052.92,cartao_credito,271
967,303,2024-12-15 10:43:00,cancelled,4470.76,cartao_credito,67
968,429,2025-08-20 19:11:00,completed,3423.48,boleto,277
969,403,2025-08-27 05:53:00,completed,3571.96,pix,274
970,319,2024-01-25 04:34:00,completed,8035.69,cartao_credito,263
971,48,2023-11-29 07:25:00,completed,6925.51,boleto,362
972,430,2024-08-27 20:17:00,completed,4690.97,cartao_credito,308
973,47,2025-07-15 13:18:00,cancelled,1223.05,pix,3
974,336,2024-04-03 05:57:00,completed,4107.85,pix,184
975,224,2023-09-28 02:35:00,completed,4959.98,pix,93
976,419,2023-09-26 05:22:00,completed,1785.99,boleto,116
977,118,2024-07-02 03:48:00,completed,2962.58,boleto,291
978,220,2023-06-09 09:37:00,cancelled,3093.0,boleto,389
979,26,2024-12-21 10:18:00,completed,9771.83,pix,1
980,150,2023-08-10 22:16:00,completed,8162.3,cartao_credito,224
981,68,2025-09-03 13:38:00,pending,1641.07,boleto,147
982,470,2025-09-06 10:18:00,completed,851.91,pix,9
983,127,2024-11-28 05:30:00,completed,3994.5,boleto,39
984,258,2024-08-04 12:43:00,completed,5670.0,pix,202
985,179,2023-10-30 02:15:00,completed,3923.19,cartao_credito,42
986,196,2024-05-28 07:20:00,completed,3671.3,boleto,126
987,82,2023-02-15 03:04:00,completed,2141.3,boleto,213
988,116,2023-03-12 13:53:00,completed,12474.46,cartao_credito,298
989,485,2025-08-09 02:16:00,completed,5849.49,boleto,155
990,342,2023-07-13 20:09:00,completed,412.23,pix,280
991,438,2025-09-07 01:46:00,completed,10038.9,boleto,33
992,333,2023-08-18 04:01:00,completed,271.12,pix,104
993,141,2025-01-01 07:40:00,completed,6186.12,cartao_credito,214
994,223,2025-03-30 18:02:00,completed,5079.42,boleto,348
995,159,2025-02-16 06:46:00,completed,1708.15,boleto,7
996,383,2024-01-23 06:19:00,completed,1427.63,pix,16
997,122,2024-03-01 12:06:00,completed,4128.13,pix,321
998,24,2024-08-10 20:32:00,completed,8533.75,cartao_credito,243
999,249,2025-05-19 12:42:00,pending,5668.9,cartao_credito,370
1000,165,2024-10-25 08:00:00,completed,7273.52,pix,41
1001,273,2024-01-10 20:40:00,completed,1917.53,boleto,255
1002,439,2025-06-28 07:51:00,completed,4102.74,cartao_credito,249
1003,146,2024-01-29 07:25:00,completed,9164.78,cartao_credito,297
1004,270,2025-08-03 11:14:00,completed,3624.6,boleto,5
1005,186,2023-09-24 07:10:00,completed,3746.86,pix,79
1006,73,2024-07-23 09:19:00,completed,3694.0,boleto,311
1007,57,2025-08-30 04:25:00,pending,7975.1,cartao_credito,1
1008,161,2025-01-25 01:14:00,completed,8607.7,boleto,373
1009,363,2024-01-31 12:09:00,completed,8395.7,pix,79
1010,151,2025-04-14 14:51:00,completed,1127.22,cartao_credito,367
1011,262,2025-05-20 17:31:00,completed,7704.0,boleto,202
1012,126,2024-05-02 21:07:00,completed,80.37,pix,110
1013,342,2024-05-11 09:42:00,completed,8640.08,pix,317
1014,328,2024-07-30 14:06:00,pending,3395.4,pix,39
1015,196,2025-07-10 14:07:00,completed,3782.96,cartao_credito,239
1016,340,2025-07-05 20:53:00,pending,6498.0,pix,14
1017,444,2024-04-01 07:02:00,completed,4282.6,pix,239
1018,25,2025-07-01 23:39:00,cancelled,17245.69,cartao_credito,3
1019,492,2025-04-24 20:17:00,completed,8234.17,boleto,383
1020,92,2023-04-17 16:10:00,completed,4583.88,cartao_credito,292
1021,10,2023-05-03 18:23:00,completed,1841.65,boleto,343
1022,39,2025-09-25 10:38:00,completed,4905.21,cartao_credito,138
1023,488,2025-01-06 23:12:00,completed,10365.56,cartao_credito,237
1024,450,2023-10-09 19:22:00,pending,1301.52,boleto,236
1025,103,2025-09-24 09:55:00,completed,483.1,pix,375
1026,322,2023-04-20 03:13:00,pending,2380.42,boleto,273
1027,348,2023-02-18 00:50:00,completed,6896.46,pix,329
1028,443,2023-01-16 09:11:00,completed,4798.14,pix,154
1029,305,2024-06-01 10:32:00,completed,7240.43,pix,110
1030,5,2024-01-15 09:25:00,pending,1358.21,pix,246
1031,439,2023-12-01 07:07:00,completed,4470.76,boleto,7
1032,17,2023-03-28 01:51:00,completed,4480.05,pix,330
1033,431,2023-11-09 09:53:00,completed,4977.48,pix,110
1034,63,2024-06-29 12:00:00,completed,2854.36,pix,26
1035,117,2023-04-25 22:55:00,completed,1711.74,pix,142
1036,87,2025-03-28 03:16:00,completed,3093.0,boleto,113
1037,104,2025-02-03 03:07:00,completed,960.41,boleto,183
1038,60,2023-02-21 08:56:00,completed,4600.02,pix,191
1039,166,2023-07-03 12:54:00,completed,513.85,boleto,165
1040,37,2023-12-23 01:54:00,completed,1423.86,cartao_credito,359
1041,150,2023-05-09 19:11:00,pending,1721.54,cartao_credito,216
1042,18,2025-07-21 12:58:00,completed,1392.8,boleto,220
1043,338,2023-09-14 03:30:00,completed,42.68,pix,95
1044,448,2023-04-11 08:02:00,completed,1682.7,boleto,141
1045,253,2023-03-15 12:03:00,completed,1632.46,boleto,150
1046,57,2025-05-29 07:19:00,pending,8465.7,pix,359
1047,113,2024-12-02 03:00:00,completed,8913.1,cartao_credito,315
1048,443,2025-04-15 11:28:00,completed,1428.78,boleto,352
1049,48,2023-04-08 20:08:00,completed,9258.86,pix,38
1050,354,2024-05-27 06:08:00,completed,7465.17,pix,396
1051,82,2023-08-08 18:40:00,completed,3878.12,cartao_credito,60
1052,157,2025-08-14 12:41:00,returned,1983.71,boleto,146
1053,246,2024-05-15 02:46:00,completed,1550.37,cartao_credito,179
1054,109,2023-09-23 19:12:00,pending,3694.0,boleto,18
1055,139,2024-12-23 02:34:00,completed,6753.2,cartao_credito,159
1056,464,2025-03-08 03:42:00,completed,497.75,boleto,384
1057,107,2024-02-22 08:03:00,completed,6666.52,pix,290
1058,315,2023-08-09 12:22:00,returned,1502.96,cartao_credito,297
1059,121,2023-02-05 18:19:00,completed,138.5,pix,12
1060,237,2024-03-16 18:51:00,completed,67.78,boleto,87
1061,166,2023-04-11 01:32:00,completed,1632.46,boleto,175
1062,443,2024-01-28 14:45:00,completed,8670.98,cartao_credito,50
1063,21,2023-06-01 11:05:00,completed,7394.75,boleto,126
1064,302,2023-07-18 04:19:00,completed,7856.4,cartao_credito,33
1065,367,2024-03-02 15:27:00,completed,4383.48,pix,341
1066,110,2025-07-01 05:32:00,completed,6661.72,cartao_credito,30
1067,363,2023-10-14 08:57:00,completed,3694.0,pix,249
1068,39,2024-01-13 15:43:00,returned,7514.21,cartao_credito,165
1069,248,2024-07-18 01:27:00,completed,6829.18,cartao_credito,361
1070,214,2025-07-07 12:31:00,completed,3081.6,pix,177
1071,375,2023-11-06 16:58:00,completed,7399.89,boleto,104
1072,423,2024-08-03 06:30:00,completed,3559.3,pix,199
1073,369,2023-09-11 12:05:00,pending,1560.32,pix,77
1074,262,2024-11-26 09:41:00,completed,788.13,pix,220
1075,430,2023-07-02 02:42:00,completed,3621.67,cartao_credito,306
1076,292,2023-11-05 20:41:00,completed,9073.85,cartao_credito,311
1077,491,2024-09-27 10:10:00,completed,12551.13,boleto,300
1078,60,2024-07-08 22:39:00,pending,692.5,pix,72
1079,146,2025-05-30 14:43:00,completed,132.72,boleto,21
1080,433,2025-06-13 06:50:00,completed,2170.2,boleto,319
1081,343,2024-08-10 07:35:00,completed,4494.0,pix,258
1082,74,2024-07-29 10:02:00,completed,6738.8,cartao_credito,61
1083,181,2023-09-02 16:59:00,completed,801.71,boleto,167
1084,399,2023-03-31 19:03:00,pending,3249.0,boleto,108
1085,258,2023-01-23 09:33:00,completed,9819.27,pix,114
1086,152,2025-03-04 20:00:00,completed,2072.04,pix,180
1087,487,2024-04-15 12:23:00,cancelled,977.06,cartao_credito,273
1088,352,2025-08-12 05:04:00,completed,6565.28,boleto,88
1089,123,2023-04-20 19:59:00,completed,4256.88,cartao_credito,258
1090,98,2024-02-17 20:09:00,completed,1406.7,pix,374
1091,476,2023-09-05 12:30:00,completed,7429.2,boleto,173
1092,166,2024-04-01 01:16:00,returned,3624.6,pix,157
1093,72,2023-06-24 18:23:00,returned,8540.75,cartao_credito,302
1094,185,2025-05-31 02:40:00,completed,3337.88,pix,191
1095,4,2025-03-12 16:33:00,completed,1338.08,boleto,205
1096,96,2025-03-02 04:21:00,completed,5501.79,pix,64
1097,337,2025-02-20 05:35:00,completed,1707.79,pix,379
1098,442,2024-02-14 04:22:00,pending,8692.96,pix,150
1099,234,2024-12-26 00:41:00,completed,1574.98,boleto,277
1100,393,2024-03-27 18:55:00,completed,1226.85,boleto,182
1101,120,2024-11-08 22:01:00,completed,11035.84,pix,108
1102,14,2023-05-21 04:24:00,completed,6625.32,pix,197
1103,120,2025-07-16 14:14:00,completed,3764.95,pix,339
1104,277,2023-07-15 22:16:00,completed,13698.46,pix,49
1105,405,2023-12-07 15:43:00,completed,5617.5,pix,13
1106,391,2025-09-02 21:31:00,completed,6466.83,boleto,285
1107,39,2024-10-25 22:39:00,completed,7138.15,boleto,45
1108,170,2023-09-01 13:46:00,completed,15115.96,cartao_credito,49
1109,415,2024-05-26 06:07:00,returned,7037.44,pix,377
1110,118,2024-08-02 23:41:00,completed,5124.55,boleto,242
1111,200,2024-07-13 04:37:00,completed,2173.15,pix,383
1112,97,2024-11-17 15:47:00,completed,7296.12,cartao_credito,126
1113,231,2023-05-16 22:11:00,completed,548.3,pix,306
1114,106,2024-02-01 21:16:00,completed,4160.33,boleto,348
1115,244,2024-12-29 16:23:00,completed,12338.29,boleto,310
1116,157,2024-09-26 07:05:00,pending,1853.3,pix,169
1117,417,2025-04-17 19:43:00,completed,9116.29,cartao_credito,155
1118,493,2023-04-08 03:20:00,completed,8898.25,cartao_credito,6
1119,185,2023-04-17 03:29:00,completed,965.01,boleto,207
1120,369,2024-12-11 20:07:00,completed,1117.69,cartao_credito,127
1121,450,2023-11-10 06:42:00,pending,8359.42,cartao_credito,95
1122,445,2023-01-05 09:19:00,completed,638.46,boleto,234
1123,14,2023-04-14 21:29:00,pending,3855.6,boleto,345
1124,246,2025-04-09 01:09:00,completed,5308.4,boleto,263
1125,138,2024-10-18 22:02:00,completed,7412.7,cartao_credito,69
1126,499,2025-02-26 07:02:00,completed,8788.18,cartao_credito,269
1127,395,2024-07-04 05:50:00,completed,4165.13,boleto,386
1128,297,2023-05-13 09:46:00,pending,3661.18,pix,284
1129,346,2025-08-28 12:12:00,completed,9522.98,boleto,82
1130,55,2023-12-25 16:07:00,completed,2629.48,boleto,193
1131,312,2025-03-25 14:53:00,completed,5132.3,cartao_credito,240
1132,343,2023-10-14 05:40:00,cancelled,5462.65,cartao_credito,121
1133,129,2023-05-26 19:14:00,pending,4535.12,pix,126
1134,415,2023-01-14 16:26:00,cancelled,6108.04,cartao_credito,13
1135,110,2025-04-01 20:26:00,completed,4400.63,pix,122
1136,316,2024-11-24 01:21:00,completed,193.11,pix,243
1137,244,2025-08-28 14:49:00,completed,3263.76,boleto,30
1138,313,2023-08-23 07:14:00,completed,1611.36,pix,70
1139,222,2024-04-17 19:55:00,completed,4639.48,boleto,224
1140,386,2024-08-06 03:23:00,completed,1455.24,cartao_credito,17
1141,425,2024-04-22 09:22:00,completed,7152.89,pix,295
1142,113,2024-10-06 13:32:00,cancelled,4598.91,boleto,8
1143,126,2025-03-25 17:53:00,completed,5472.09,cartao_credito,252
1144,163,2023-11-24 02:17:00,pending,3383.86,cartao_credito,249
1145,324,2025-02-05 11:56:00,completed,2062.03,cartao_credito,78
1146,32,2023-12-16 01:01:00,pending,6853.34,pix,169
1147,97,2025-05-20 06:46:00,completed,824.8,boleto,80
1148,72,2023-06-26 10:56:00,completed,981.27,boleto,395
1149,390,2023-07-16 11:36:00,completed,1132.93,pix,200
1150,316,2024-01-13 07:29:00,completed,7296.12,pix,118
1151,327,2024-09-12 14:50:00,completed,7886.68,cartao_credito,74
1152,141,2025-07-02 02:30:00,completed,5705.77,pix,298
1153,421,2023-03-17 05:53:00,completed,2425.4,cartao_credito,282
1154,5,2023-04-07 19:58:00,completed,6033.86,cartao_credito,300
1155,31,2025-03-30 06:55:00,completed,2672.46,pix,165
1156,28,2025-09-14 02:47:00,completed,3384.34,cartao_credito,230
1157,265,2025-03-26 05:57:00,cancelled,137.41,boleto,69
1158,106,2024-11-23 08:39:00,completed,2609.26,boleto,220
1159,96,2024-11-05 17:01:00,completed,2726.12,pix,85
1160,279,2023-12-10 01:06:00,pending,3900.8,cartao_credito,158
1161,299,2023-05-25 03:54:00,completed,5053.74,boleto,383
1162,487,2023-10-26 12:20:00,pending,2319.75,boleto,205
1163,361,2023-12-07 20:05:00,completed,195.34,pix,274
1164,1,2024-06-14 13:48:00,pending,10200.58,pix,253
1165,282,2025-08-14 22:40:00,completed,6217.98,cartao_credito,20
1166,23,2023-07-15 06:09:00,completed,1070.86,pix,114
1167,340,2025-01-22 18:17:00,completed,6318.23,boleto,247
1168,408,2024-11-21 18:38:00,completed,632.61,boleto,258
1169,250,2025-08-07 02:07:00,completed,7483.84,pix,323
1170,285,2025-05-16 21:43:00,completed,3762.72,pix,161
1171,168,2023-08-18 09:33:00,completed,6133.39,boleto,346
1172,244,2023-08-15 19:47:00,completed,2183.34,boleto,313
1173,259,2023-08-30 07:43:00,completed,3266.85,cartao_credito,334
1174,321,2023-03-21 03:52:00,completed,4453.41,cartao_credito,342
1175,366,2024-04-26 15:18:00,completed,6189.08,boleto,22
1176,178,2025-02-25 07:01:00,completed,1028.06,boleto,131
1177,222,2025-06-08 14:40:00,completed,2700.69,cartao_credito,68
1178,481,2024-04-26 18:15:00,completed,5486.77,pix,257
1179,377,2023-09-27 07:51:00,completed,4400.99,boleto,101
1180,58,2024-06-19 20:10:00,completed,5771.26,cartao_credito,174
1181,161,2024-08-01 23:01:00,completed,1115.53,pix,312
1182,274,2024-11-25 23:23:00,pending,12042.19,boleto,396
1183,306,2024-09-29 07:26:00,cancelled,4583.88,pix,254
1184,164,2024-06-14 17:52:00,completed,1867.35,boleto,194
1185,307,2024-05-01 00:51:00,completed,1643.14,pix,4
1186,228,2023-12-04 00:06:00,completed,4873.65,boleto,28
1187,405,2023-03-24 22:12:00,completed,5130.08,boleto,161
1188,258,2025-02-24 04:33:00,completed,5729.68,pix,243
1189,327,2023-07-17 09:51:00,completed,692.58,cartao_credito,6
1190,420,2025-07-22 08:01:00,completed,3830.36,cartao_credito,46
1191,445,2023-04-27 04:04:00,pending,9306.82,boleto,220
1192,439,2025-08-12 07:23:00,completed,1418.96,cartao_credito,372
1193,10,2025-05-03 14:59:00,pending,21593.44,cartao_credito,22
1194,304,2024-03-31 16:29:00,completed,687.05,pix,366
1195,213,2025-02-21 06:44:00,completed,1024.91,boleto,319
1196,16,2023-07-01 09:10:00,completed,273.99,cartao_credito,103
1197,193,2023-09-23 16:55:00,completed,4756.32,pix,347
1198,416,2025-01-13 13:30:00,pending,712.74,pix,241
1199,444,2024-03-17 10:22:00,completed,5353.25,boleto,283
1200,281,2025-02-15 13:58:00,completed,2854.36,cartao_credito,154
1201,233,2024-08-17 03:43:00,completed,2381.38,cartao_credito,43
1202,409,2025-01-17 05:02:00,completed,4949.31,pix,73
1203,64,2023-10-31 11:48:00,completed,957.59,cartao_credito,232
1204,497,2024-07-18 13:36:00,completed,5218.52,pix,373
1205,130,2024-11-15 21:18:00,completed,8222.94,cartao_credito,128
1206,287,2025-07-29 14:02:00,completed,7856.4,pix,242
1207,498,2024-01-04 22:05:00,pending,3198.76,pix,32
1208,22,2025-09-20 21:10:00,cancelled,2340.48,cartao_credito,370
1209,167,2024-03-05 22:08:00,completed,5429.3,boleto,281
1210,340,2025-07-15 16:58:00,completed,4639.48,pix,347
1211,163,2024-09-03 07:25:00,completed,3839.94,pix,331
1212,313,2023-08-06 11:43:00,completed,5206.08,pix,282
1213,224,2023-12-25 09:35:00,completed,4457.52,cartao_credito,303
1214,466,2024-01-23 13:38:00,completed,16686.92,pix,278
1215,208,2024-02-26 15:46:00,pending,7138.15,pix,381
1216,168,2024-02-13 06:21:00,pending,4725.42,boleto,31
1217,313,2024-05-27 12:05:00,completed,1075.23,cartao_credito,1
1218,232,2025-06-20 21:12:00,completed,8098.05,pix,313
1219,314,2025-09-17 08:45:00,completed,9331.82,pix,286
1220,75,2024-05-30 20:55:00,completed,718.3,boleto,247
1221,360,2023-10-15 19:22:00,completed,7989.0,pix,364
1222,343,2024-06-20 07:08:00,completed,13748.5,pix,26
1223,194,2024-05-02 11:13:00,completed,2589.02,cartao_credito,162
1224,21,2023-05-21 14:28:00,returned,8169.01,cartao_credito,19
1225,253,2025-06-03 11:17:00,pending,2912.8,cartao_credito,159
1226,261,2024-11-06 00:44:00,completed,5198.4,cartao_credito,274
1227,293,2025-03-13 03:07:00,completed,8244.59,boleto,174
1228,43,2025-02-02 12:54:00,completed,2837.92,cartao_credito,149
1229,287,2025-05-18 04:53:00,completed,2943.0,pix,166
1230,238,2024-08-14 19:15:00,completed,5104.83,boleto,195
1231,391,2024-09-25 06:53:00,completed,8394.63,boleto,226
1232,443,2023-12-17 10:10:00,completed,1565.4,boleto,348
1233,187,2025-02-16 20:07:00,completed,5588.45,pix,116
1234,90,2025-03-18 22:01:00,completed,5679.7,boleto,374
1235,25,2024-05-26 22:06:00,completed,7249.48,cartao_credito,142
1236,180,2024-11-03 00:44:00,pending,3905.58,boleto,103
1237,375,2025-07-24 00:34:00,completed,1851.92,boleto,228
1238,324,2024-07-28 04:52:00,completed,2684.56,boleto,173
1239,400,2023-05-06 02:37:00,completed,485.08,boleto,98
1240,117,2025-07-29 18:20:00,pending,5864.0,boleto,148
1241,361,2024-11-08 10:18:00,completed,1450.83,boleto,24
1242,89,2023-02-27 23:35:00,completed,4996.29,cartao_credito,292
1243,349,2024-01-04 19:36:00,pending,1565.4,cartao_credito,117
1244,350,2024-11-06 13:50:00,completed,16151.94,pix,27
1245,278,2023-11-28 19:50:00,completed,11334.27,cartao_credito,177
1246,312,2025-09-07 12:02:00,completed,1711.74,pix,193
1247,396,2024-05-18 00:33:00,cancelled,66.38,pix,352
1248,210,2024-06-15 16:29:00,completed,5617.5,pix,388
1249,430,2024-06-24 17:20:00,completed,8385.71,pix,86
1250,119,2023-08-25 07:18:00,cancelled,3733.11,cartao_credito,337
1251,447,2025-06-02 00:18:00,completed,1107.87,pix,397
1252,194,2023-11-24 02:40:00,completed,5794.68,boleto,208
1253,380,2024-03-24 15:35:00,returned,1338.08,boleto,181
1254,205,2024-01-10 16:18:00,completed,3254.85,cartao_credito,155
1255,374,2025-08-08 03:04:00,cancelled,15194.0,pix,259
1256,232,2023-11-18 19:16:00,completed,17279.04,pix,188
1257,172,2025-07-16 08:09:00,completed,470.05,pix,365
1258,97,2023-05-16 13:36:00,returned,692.58,pix,150
1259,72,2025-05-30 10:58:00,completed,13823.34,cartao_credito,346
1260,348,2023-01-15 15:48:00,completed,8235.04,cartao_credito,263
1261,333,2023-01-17 05:16:00,pending,441.73,cartao_credito,352
1262,327,2023-08-23 23:23:00,pending,7593.92,cartao_credito,355
1263,213,2025-07-04 06:21:00,completed,4049.24,pix,171
1264,42,2024-11-28 09:56:00,completed,6918.45,cartao_credito,66
1265,25,2024-02-16 12:43:00,completed,10353.76,pix,140
1266,155,2024-11-24 18:26:00,completed,8127.8,cartao_credito,267
1267,54,2024-02-12 18:02:00,completed,7334.31,boleto,167
1268,32,2023-07-03 21:57:00,completed,13001.05,boleto,132
1269,312,2024-10-25 21:36:00,completed,7890.25,boleto,85
1270,82,2025-01-18 15:45:00,completed,299.76,cartao_credito,5
1271,323,2024-02-26 11:47:00,completed,1779.65,boleto,139
1272,266,2025-07-18 11:23:00,completed,6881.7,boleto,309
1273,97,2023-12-14 07:59:00,pending,3660.48,boleto,282
1274,365,2023-02-09 16:06:00,completed,224.82,boleto,232
1275,31,2025-03-18 18:48:00,completed,211.2,boleto,207
1276,278,2024-11-10 15:10:00,completed,6949.29,pix,332
1277,458,2025-05-08 12:22:00,completed,4203.27,cartao_credito,151
1278,461,2023-06-09 14:16:00,completed,6494.02,cartao_credito,171
1279,496,2024-06-12 16:56:00,completed,17167.06,pix,124
1280,62,2023-07-16 13:54:00,completed,5367.69,pix,185
1281,177,2025-05-10 06:27:00,pending,6699.9,boleto,147
1282,369,2023-06-19 17:22:00,cancelled,88.48,cartao_credito,16
1283,277,2025-05-26 23:33:00,returned,79.77,boleto,342
1284,17,2025-08-10 16:35:00,completed,3237.12,boleto,321
1285,466,2023-01-22 11:27:00,pending,1699.17,pix,373
1286,478,2025-05-24 20:07:00,completed,3345.2,pix,255
1287,112,2024-06-12 12:41:00,completed,10055.11,cartao_credito,181
1288,329,2023-04-15 05:35:00,completed,1145.35,cartao_credito,161
1289,90,2024-04-06 12:22:00,completed,1370.75,cartao_credito,102
1290,229,2023-09-02 04:22:00,completed,5873.6,pix,386
1291,452,2023-11-15 02:49:00,completed,3264.92,cartao_credito,215
1292,123,2025-09-20 14:14:00,completed,3858.24,boleto,372
1293,33,2025-05-19 08:12:00,returned,574.64,pix,270
1294,243,2024-09-12 15:57:00,completed,6481.15,pix,118
1295,73,2024-10-30 00:07:00,completed,6763.59,boleto,252
1296,6,2024-03-04 05:33:00,completed,8404.38,cartao_credito,126
1297,287,2024-10-24 06:50:00,pending,1398.35,pix,123
1298,155,2023-10-15 14:49:00,completed,1354.44,cartao_credito,191
1299,244,2023-08-01 12:25:00,completed,3835.06,boleto,78
1300,487,2024-06-06 23:48:00,completed,9005.3,pix,11
1301,144,2023-06-03 11:36:00,pending,2525.46,pix,298
1302,35,2024-08-15 07:47:00,completed,10588.47,cartao_credito,114
1303,44,2025-07-22 17:11:00,completed,5121.42,pix,58
1304,152,2023-02-25 06:26:00,completed,1850.67,pix,57
1305,215,2023-03-03 03:20:00,completed,1450.83,pix,97
1306,289,2023-08-16 01:58:00,completed,5230.38,pix,271
1307,208,2024-01-11 22:30:00,returned,1916.32,cartao_credito,221
1308,306,2025-08-07 08:02:00,completed,16891.21,pix,343
1309,257,2023-06-06 07:20:00,cancelled,7341.7,pix,394
1310,328,2023-07-22 16:06:00,completed,1349.1,pix,350
1311,417,2024-09-18 04:19:00,completed,3796.96,cartao_credito,320
1312,166,2023-05-29 14:58:00,completed,271.12,cartao_credito,215
1313,381,2023-08-20 02:17:00,completed,6973.84,boleto,389
